plant	plot	no.vseeds	no.aborts	pattern.6	plant.height	nectar.rew	flw.sync	neigh.2m	nearest.tree.dist.cm	fruit.set
25	1	7	230	6	55.0	5.529	0.872	17	122.0	0.833
25	1	12	211	6	55.0	5.529	0.872	17	122.0	0.833
26	1	0	90	6	50.5	8.119	0.811	17	107.0	0.800
26	1	0	35	6	50.5	8.119	0.811	17	107.0	0.800
26	1	0	40	6	50.5	8.119	0.811	17	107.0	0.800
26	1	0	65	6	50.5	8.119	0.811	17	107.0	0.800
26	1	210	60	6	50.5	8.119	0.811	17	107.0	0.800
26	1	253	50	6	50.5	8.119	0.811	17	107.0	0.800
26	1	150	95	6	50.5	8.119	0.811	17	107.0	0.800
26	1	0	25	6	50.5	8.119	0.811	17	107.0	0.800
26	1	395	20	6	50.5	8.119	0.811	17	107.0	0.800
26	1	220	60	6	50.5	8.119	0.811	17	107.0	0.800
26	1	0	0	6	50.5	8.119	0.811	17	107.0	0.800
26	1	90	65	6	50.5	8.119	0.811	17	107.0	0.800
26	1	266	11	6	50.5	8.119	0.811	17	107.0	0.800
26	1	294	5	6	50.5	8.119	0.811	17	107.0	0.800
26	1	331	10	6	50.5	8.119	0.811	17	107.0	0.800
26	1	2	110	6	50.5	8.119	0.811	17	107.0	0.800
27	1	150	25	2	26.5	6.694	0.892	13	111.0	0.667
27	1	24	30	2	26.5	6.694	0.892	13	111.0	0.667
27	1	155	70	2	26.5	6.694	0.892	13	111.0	0.667
27	1	205	50	2	26.5	6.694	0.892	13	111.0	0.667
27	1	232	30	2	26.5	6.694	0.892	13	111.0	0.667
27	1	250	15	2	26.5	6.694	0.892	13	111.0	0.667
28	1	205	30	0	63.5	4.983	0.848	10	92.0	0.538
28	1	400	40	0	63.5	4.983	0.848	10	92.0	0.538
28	1	152	80	0	63.5	4.983	0.848	10	92.0	0.538
28	1	293	40	0	63.5	4.983	0.848	10	92.0	0.538
28	1	60	50	0	63.5	4.983	0.848	10	92.0	0.538
28	1	0	25	0	63.5	4.983	0.848	10	92.0	0.538
28	1	345	20	0	63.5	4.983	0.848	10	92.0	0.538
29	1	0	80	5	138.5	7.630	0.872	17	276.0	0.583
29	1	245	20	5	138.5	7.630	0.872	17	276.0	0.583
29	1	255	10	5	138.5	7.630	0.872	17	276.0	0.583
29	1	41	16	5	138.5	7.630	0.872	17	276.0	0.583
29	1	196	17	5	138.5	7.630	0.872	17	276.0	0.583
29	1	292	23	5	138.5	7.630	0.872	17	276.0	0.583
29	1	200	12	5	138.5	7.630	0.872	17	276.0	0.583
29	1	226	16	5	138.5	7.630	0.872	17	276.0	0.583
29	1	2	11	5	138.5	7.630	0.872	17	276.0	0.583
29	1	174	8	5	138.5	7.630	0.872	17	276.0	0.583
29	1	195	20	5	138.5	7.630	0.872	17	276.0	0.583
29	1	55	60	5	138.5	7.630	0.872	17	276.0	0.583
29	1	0	115	5	138.5	7.630	0.872	17	276.0	0.583
29	1	70	6	5	138.5	7.630	0.872	17	276.0	0.583
29	1	153	70	5	138.5	7.630	0.872	17	276.0	0.583
29	1	95	8	5	138.5	7.630	0.872	17	276.0	0.583
29	1	0	70	5	138.5	7.630	0.872	17	276.0	0.583
29	1	0	400	5	138.5	7.630	0.872	17	276.0	0.583
29	1	0	80	5	138.5	7.630	0.872	17	276.0	0.583
29	1	190	35	5	138.5	7.630	0.872	17	276.0	0.583
30	1	0	300	5	40.5	7.936	0.872	16	360.0	0.529
30	1	0	240	5	40.5	7.936	0.872	16	360.0	0.529
30	1	0	0	5	40.5	7.936	0.872	16	360.0	0.529
30	1	0	200	5	40.5	7.936	0.872	16	360.0	0.529
30	1	0	0	5	40.5	7.936	0.872	16	360.0	0.529
30	1	0	35	5	40.5	7.936	0.872	16	360.0	0.529
30	1	0	0	5	40.5	7.936	0.872	16	360.0	0.529
30	1	0	180	5	40.5	7.936	0.872	16	360.0	0.529
30	1	0	15	5	40.5	7.936	0.872	16	360.0	0.529
31	1	175	40	6	132.5	6.573	0.897	17	368.0	0.677
31	1	310	30	6	132.5	6.573	0.897	17	368.0	0.677
31	1	280	9	6	132.5	6.573	0.897	17	368.0	0.677
31	1	45	210	6	132.5	6.573	0.897	17	368.0	0.677
31	1	0	45	6	132.5	6.573	0.897	17	368.0	0.677
31	1	241	59	6	132.5	6.573	0.897	17	368.0	0.677
31	1	6	130	6	132.5	6.573	0.897	17	368.0	0.677
31	1	0	200	6	132.5	6.573	0.897	17	368.0	0.677
31	1	16	1	6	132.5	6.573	0.897	17	368.0	0.677
31	1	358	2	6	132.5	6.573	0.897	17	368.0	0.677
31	1	275	50	6	132.5	6.573	0.897	17	368.0	0.677
31	1	337	3	6	132.5	6.573	0.897	17	368.0	0.677
31	1	288	11	6	132.5	6.573	0.897	17	368.0	0.677
31	1	0	190	6	132.5	6.573	0.897	17	368.0	0.677
31	1	0	80	6	132.5	6.573	0.897	17	368.0	0.677
31	1	225	15	6	132.5	6.573	0.897	17	368.0	0.677
31	1	12	150	6	132.5	6.573	0.897	17	368.0	0.677
31	1	22	210	6	132.5	6.573	0.897	17	368.0	0.677
31	1	347	2	6	132.5	6.573	0.897	17	368.0	0.677
31	1	124	101	6	132.5	6.573	0.897	17	368.0	0.677
32	1	0	85	5	82.0	5.068	0.868	3	220.0	0.590
32	1	17	175	5	82.0	5.068	0.868	3	220.0	0.590
32	1	175	150	5	82.0	5.068	0.868	3	220.0	0.590
32	1	24	100	5	82.0	5.068	0.868	3	220.0	0.590
32	1	0	60	5	82.0	5.068	0.868	3	220.0	0.590
32	1	5	19	5	82.0	5.068	0.868	3	220.0	0.590
32	1	6	110	5	82.0	5.068	0.868	3	220.0	0.590
32	1	0	51	5	82.0	5.068	0.868	3	220.0	0.590
32	1	271	118	5	82.0	5.068	0.868	3	220.0	0.590
32	1	0	110	5	82.0	5.068	0.868	3	220.0	0.590
32	1	0	60	5	82.0	5.068	0.868	3	220.0	0.590
32	1	0	100	5	82.0	5.068	0.868	3	220.0	0.590
32	1	330	130	5	82.0	5.068	0.868	3	220.0	0.590
32	1	253	140	5	82.0	5.068	0.868	3	220.0	0.590
32	1	245	60	5	82.0	5.068	0.868	3	220.0	0.590
32	1	0	50	5	82.0	5.068	0.868	3	220.0	0.590
32	1	313	7	5	82.0	5.068	0.868	3	220.0	0.590
32	1	220	46	5	82.0	5.068	0.868	3	220.0	0.590
32	1	7	37	5	82.0	5.068	0.868	3	220.0	0.590
32	1	0	0	5	82.0	5.068	0.868	3	220.0	0.590
32	1	1	91	5	82.0	5.068	0.868	3	220.0	0.590
33	1	60	35	2	48.5	4.854	0.897	3	240.0	0.762
33	1	175	100	2	48.5	4.854	0.897	3	240.0	0.762
33	1	23	50	2	48.5	4.854	0.897	3	240.0	0.762
33	1	0	60	2	48.5	4.854	0.897	3	240.0	0.762
33	1	0	40	2	48.5	4.854	0.897	3	240.0	0.762
33	1	30	40	2	48.5	4.854	0.897	3	240.0	0.762
33	1	0	35	2	48.5	4.854	0.897	3	240.0	0.762
33	1	0	35	2	48.5	4.854	0.897	3	240.0	0.762
33	1	0	30	2	48.5	4.854	0.897	3	240.0	0.762
33	1	0	25	2	48.5	4.854	0.897	3	240.0	0.762
33	1	0	120	2	48.5	4.854	0.897	3	240.0	0.762
33	1	220	87	2	48.5	4.854	0.897	3	240.0	0.762
33	1	23	77	2	48.5	4.854	0.897	3	240.0	0.762
33	1	181	40	2	48.5	4.854	0.897	3	240.0	0.762
33	1	9	152	2	48.5	4.854	0.897	3	240.0	0.762
33	1	8	40	2	48.5	4.854	0.897	3	240.0	0.762
34	1	8	20	5	57.0	6.117	0.811	3	247.0	0.447
34	1	165	20	5	57.0	6.117	0.811	3	247.0	0.447
34	1	90	65	5	57.0	6.117	0.811	3	247.0	0.447
34	1	153	25	5	57.0	6.117	0.811	3	247.0	0.447
34	1	0	150	5	57.0	6.117	0.811	3	247.0	0.447
34	1	107	45	5	57.0	6.117	0.811	3	247.0	0.447
34	1	365	80	5	57.0	6.117	0.811	3	247.0	0.447
34	1	0	270	5	57.0	6.117	0.811	3	247.0	0.447
34	1	220	20	5	57.0	6.117	0.811	3	247.0	0.447
34	1	210	50	5	57.0	6.117	0.811	3	247.0	0.447
34	1	0	135	5	57.0	6.117	0.811	3	247.0	0.447
34	1	0	0	5	57.0	6.117	0.811	3	247.0	0.447
34	1	260	33	5	57.0	6.117	0.811	3	247.0	0.447
34	1	0	110	5	57.0	6.117	0.811	3	247.0	0.447
34	1	55	280	5	57.0	6.117	0.811	3	247.0	0.447
34	1	171	7	5	57.0	6.117	0.811	3	247.0	0.447
34	1	0	0	5	57.0	6.117	0.811	3	247.0	0.447
35	1	0	70	2	61.5	7.924	0.818	9	298.0	0.556
35	1	205	30	2	61.5	7.924	0.818	9	298.0	0.556
35	1	0	60	2	61.5	7.924	0.818	9	298.0	0.556
35	1	223	20	2	61.5	7.924	0.818	9	298.0	0.556
35	1	0	50	2	61.5	7.924	0.818	9	298.0	0.556
35	1	105	80	2	61.5	7.924	0.818	9	298.0	0.556
35	1	232	25	2	61.5	7.924	0.818	9	298.0	0.556
35	1	0	180	2	61.5	7.924	0.818	9	298.0	0.556
35	1	53	40	2	61.5	7.924	0.818	9	298.0	0.556
35	1	0	15	2	61.5	7.924	0.818	9	298.0	0.556
36	1	385	50	6	108.5	5.329	0.818	4	176.0	0.376
36	1	0	200	6	108.5	5.329	0.818	4	176.0	0.376
36	1	0	25	6	108.5	5.329	0.818	4	176.0	0.376
36	1	22	110	6	108.5	5.329	0.818	4	176.0	0.376
36	1	5	120	6	108.5	5.329	0.818	4	176.0	0.376
36	1	210	160	6	108.5	5.329	0.818	4	176.0	0.376
36	1	130	27	6	108.5	5.329	0.818	4	176.0	0.376
36	1	102	22	6	108.5	5.329	0.818	4	176.0	0.376
36	1	0	120	6	108.5	5.329	0.818	4	176.0	0.376
36	1	0	0	6	108.5	5.329	0.818	4	176.0	0.376
36	1	7	1	6	108.5	5.329	0.818	4	176.0	0.376
36	1	80	60	6	108.5	5.329	0.818	4	176.0	0.376
36	1	0	50	6	108.5	5.329	0.818	4	176.0	0.376
36	1	152	100	6	108.5	5.329	0.818	4	176.0	0.376
36	1	0	115	6	108.5	5.329	0.818	4	176.0	0.376
36	1	0	140	6	108.5	5.329	0.818	4	176.0	0.376
36	1	8	51	6	108.5	5.329	0.818	4	176.0	0.376
36	1	0	0	6	108.5	5.329	0.818	4	176.0	0.376
36	1	11	25	6	108.5	5.329	0.818	4	176.0	0.376
36	1	0	0	6	108.5	5.329	0.818	4	176.0	0.376
36	1	0	0	6	108.5	5.329	0.818	4	176.0	0.376
37	1	0	75	6	119.0	8.823	0.815	7	297.0	0.528
37	1	0	0	6	119.0	8.823	0.815	7	297.0	0.528
37	1	0	0	6	119.0	8.823	0.815	7	297.0	0.528
37	1	245	80	6	119.0	8.823	0.815	7	297.0	0.528
37	1	380	56	6	119.0	8.823	0.815	7	297.0	0.528
37	1	300	28	6	119.0	8.823	0.815	7	297.0	0.528
37	1	0	230	6	119.0	8.823	0.815	7	297.0	0.528
37	1	8	100	6	119.0	8.823	0.815	7	297.0	0.528
37	1	0	75	6	119.0	8.823	0.815	7	297.0	0.528
37	1	0	15	6	119.0	8.823	0.815	7	297.0	0.528
37	1	0	0	6	119.0	8.823	0.815	7	297.0	0.528
37	1	102	9	6	119.0	8.823	0.815	7	297.0	0.528
37	1	0	110	6	119.0	8.823	0.815	7	297.0	0.528
37	1	360	35	6	119.0	8.823	0.815	7	297.0	0.528
37	1	12	250	6	119.0	8.823	0.815	7	297.0	0.528
37	1	0	400	6	119.0	8.823	0.815	7	297.0	0.528
37	1	0	110	6	119.0	8.823	0.815	7	297.0	0.528
37	1	0	180	6	119.0	8.823	0.815	7	297.0	0.528
37	1	120	40	6	119.0	8.823	0.815	7	297.0	0.528
37	1	255	30	6	119.0	8.823	0.815	7	297.0	0.528
38	1	0	300	5	53.5	7.073	0.897	7	268.0	0.567
38	1	0	70	5	53.5	7.073	0.897	7	268.0	0.567
38	1	225	50	5	53.5	7.073	0.897	7	268.0	0.567
38	1	0	100	5	53.5	7.073	0.897	7	268.0	0.567
38	1	80	140	5	53.5	7.073	0.897	7	268.0	0.567
38	1	0	25	5	53.5	7.073	0.897	7	268.0	0.567
38	1	19	110	5	53.5	7.073	0.897	7	268.0	0.567
38	1	47	300	5	53.5	7.073	0.897	7	268.0	0.567
38	1	58	100	5	53.5	7.073	0.897	7	268.0	0.567
38	1	270	30	5	53.5	7.073	0.897	7	268.0	0.567
38	1	0	100	5	53.5	7.073	0.897	7	268.0	0.567
38	1	160	89	5	53.5	7.073	0.897	7	268.0	0.567
38	1	10	100	5	53.5	7.073	0.897	7	268.0	0.567
38	1	0	20	5	53.5	7.073	0.897	7	268.0	0.567
38	1	0	0	5	53.5	7.073	0.897	7	268.0	0.567
38	1	0	0	5	53.5	7.073	0.897	7	268.0	0.567
39	1	400	45	5	63.5	4.655	0.872	6	218.0	0.625
39	1	247	60	5	63.5	4.655	0.872	6	218.0	0.625
39	1	0	60	5	63.5	4.655	0.872	6	218.0	0.625
39	1	125	110	5	63.5	4.655	0.872	6	218.0	0.625
39	1	160	20	5	63.5	4.655	0.872	6	218.0	0.625
39	1	0	0	5	63.5	4.655	0.872	6	218.0	0.625
39	1	0	0	5	63.5	4.655	0.872	6	218.0	0.625
39	1	0	0	5	63.5	4.655	0.872	6	218.0	0.625
39	1	0	0	5	63.5	4.655	0.872	6	218.0	0.625
39	1	49	103	5	63.5	4.655	0.872	6	218.0	0.625
39	1	0	50	5	63.5	4.655	0.872	6	218.0	0.625
39	1	120	120	5	63.5	4.655	0.872	6	218.0	0.625
39	1	95	110	5	63.5	4.655	0.872	6	218.0	0.625
39	1	233	40	5	63.5	4.655	0.872	6	218.0	0.625
39	1	130	60	5	63.5	4.655	0.872	6	218.0	0.625
39	1	0	0	5	63.5	4.655	0.872	6	218.0	0.625
39	1	310	6	5	63.5	4.655	0.872	6	218.0	0.625
39	1	31	102	5	63.5	4.655	0.872	6	218.0	0.625
39	1	59	69	5	63.5	4.655	0.872	6	218.0	0.625
39	1	335	7	5	63.5	4.655	0.872	6	218.0	0.625
40	1	0	15	2	68.0	7.492	0.848	4	164.0	0.529
40	1	115	65	2	68.0	7.492	0.848	4	164.0	0.529
40	1	0	0	2	68.0	7.492	0.848	4	164.0	0.529
40	1	0	70	2	68.0	7.492	0.848	4	164.0	0.529
40	1	305	15	2	68.0	7.492	0.848	4	164.0	0.529
40	1	0	30	2	68.0	7.492	0.848	4	164.0	0.529
40	1	0	0	2	68.0	7.492	0.848	4	164.0	0.529
40	1	0	0	2	68.0	7.492	0.848	4	164.0	0.529
40	1	0	30	2	68.0	7.492	0.848	4	164.0	0.529
41	1	0	150	6	81.5	3.337	0.434	0	12.0	0.813
41	1	120	100	6	81.5	3.337	0.434	0	12.0	0.813
41	1	0	80	6	81.5	3.337	0.434	0	12.0	0.813
41	1	0	110	6	81.5	3.337	0.434	0	12.0	0.813
41	1	0	110	6	81.5	3.337	0.434	0	12.0	0.813
41	1	260	80	6	81.5	3.337	0.434	0	12.0	0.813
41	1	323	9	6	81.5	3.337	0.434	0	12.0	0.813
41	1	0	100	6	81.5	3.337	0.434	0	12.0	0.813
41	1	0	110	6	81.5	3.337	0.434	0	12.0	0.813
41	1	32	50	6	81.5	3.337	0.434	0	12.0	0.813
41	1	46	3	6	81.5	3.337	0.434	0	12.0	0.813
41	1	115	100	6	81.5	3.337	0.434	0	12.0	0.813
41	1	321	3	6	81.5	3.337	0.434	0	12.0	0.813
41	1	315	70	6	81.5	3.337	0.434	0	12.0	0.813
41	1	105	90	6	81.5	3.337	0.434	0	12.0	0.813
41	1	220	55	6	81.5	3.337	0.434	0	12.0	0.813
41	1	212	40	6	81.5	3.337	0.434	0	12.0	0.813
41	1	219	39	6	81.5	3.337	0.434	0	12.0	0.813
41	1	214	5	6	81.5	3.337	0.434	0	12.0	0.813
41	1	0	1	6	81.5	3.337	0.434	0	12.0	0.813
42	1	10	100	5	85.5	7.371	0.559	4	240.0	0.561
42	1	0	120	5	85.5	7.371	0.559	4	240.0	0.561
42	1	0	70	5	85.5	7.371	0.559	4	240.0	0.561
42	1	120	37	5	85.5	7.371	0.559	4	240.0	0.561
42	1	0	50	5	85.5	7.371	0.559	4	240.0	0.561
42	1	335	130	5	85.5	7.371	0.559	4	240.0	0.561
42	1	345	20	5	85.5	7.371	0.559	4	240.0	0.561
42	1	0	53	5	85.5	7.371	0.559	4	240.0	0.561
42	1	306	5	5	85.5	7.371	0.559	4	240.0	0.561
42	1	320	50	5	85.5	7.371	0.559	4	240.0	0.561
42	1	305	30	5	85.5	7.371	0.559	4	240.0	0.561
42	1	315	44	5	85.5	7.371	0.559	4	240.0	0.561
42	1	323	25	5	85.5	7.371	0.559	4	240.0	0.561
42	1	336	20	5	85.5	7.371	0.559	4	240.0	0.561
42	1	0	50	5	85.5	7.371	0.559	4	240.0	0.561
42	1	100	30	5	85.5	7.371	0.559	4	240.0	0.561
42	1	0	60	5	85.5	7.371	0.559	4	240.0	0.561
42	1	228	93	5	85.5	7.371	0.559	4	240.0	0.561
42	1	186	78	5	85.5	7.371	0.559	4	240.0	0.561
42	1	0	0	5	85.5	7.371	0.559	4	240.0	0.561
43	1	130	150	5	56.5	4.454	0.872	0	92.0	1.000
43	1	270	85	5	56.5	4.454	0.872	0	92.0	1.000
43	1	0	150	5	56.5	4.454	0.872	0	92.0	1.000
43	1	0	130	5	56.5	4.454	0.872	0	92.0	1.000
43	1	0	60	5	56.5	4.454	0.872	0	92.0	1.000
43	1	105	100	5	56.5	4.454	0.872	0	92.0	1.000
43	1	78	200	5	56.5	4.454	0.872	0	92.0	1.000
43	1	148	100	5	56.5	4.454	0.872	0	92.0	1.000
43	1	170	110	5	56.5	4.454	0.872	0	92.0	1.000
43	1	0	100	5	56.5	4.454	0.872	0	92.0	1.000
43	1	221	8	5	56.5	4.454	0.872	0	92.0	1.000
43	1	80	90	5	56.5	4.454	0.872	0	92.0	1.000
43	1	140	75	5	56.5	4.454	0.872	0	92.0	1.000
43	1	0	120	5	56.5	4.454	0.872	0	92.0	1.000
43	1	0	110	5	56.5	4.454	0.872	0	92.0	1.000
43	1	4	70	5	56.5	4.454	0.872	0	92.0	1.000
43	1	1	50	5	56.5	4.454	0.872	0	92.0	1.000
43	1	310	9	5	56.5	4.454	0.872	0	92.0	1.000
43	1	0	110	5	56.5	4.454	0.872	0	92.0	1.000
43	1	0	50	5	56.5	4.454	0.872	0	92.0	1.000
44	1	0	90	5	85.5	6.183	0.872	8	188.0	0.459
44	1	140	35	5	85.5	6.183	0.872	8	188.0	0.459
44	1	65	80	5	85.5	6.183	0.872	8	188.0	0.459
44	1	0	20	5	85.5	6.183	0.872	8	188.0	0.459
44	1	0	30	5	85.5	6.183	0.872	8	188.0	0.459
44	1	66	0	5	85.5	6.183	0.872	8	188.0	0.459
44	1	16	11	5	85.5	6.183	0.872	8	188.0	0.459
44	1	0	110	5	85.5	6.183	0.872	8	188.0	0.459
44	1	345	2	5	85.5	6.183	0.872	8	188.0	0.459
44	1	0	0	5	85.5	6.183	0.872	8	188.0	0.459
44	1	0	100	5	85.5	6.183	0.872	8	188.0	0.459
44	1	23	50	5	85.5	6.183	0.872	8	188.0	0.459
44	1	265	30	5	85.5	6.183	0.872	8	188.0	0.459
44	1	0	150	5	85.5	6.183	0.872	8	188.0	0.459
44	1	147	40	5	85.5	6.183	0.872	8	188.0	0.459
44	1	0	1	5	85.5	6.183	0.872	8	188.0	0.459
44	1	0	0	5	85.5	6.183	0.872	8	188.0	0.459
44	1	6	0	5	85.5	6.183	0.872	8	188.0	0.459
44	1	0	0	5	85.5	6.183	0.872	8	188.0	0.459
44	1	0	0	5	85.5	6.183	0.872	8	188.0	0.459
45	1	70	80	3	102.5	3.791	0.722	8	241.0	0.410
45	1	303	25	3	102.5	3.791	0.722	8	241.0	0.410
45	1	132	7	3	102.5	3.791	0.722	8	241.0	0.410
45	1	243	7	3	102.5	3.791	0.722	8	241.0	0.410
45	1	220	18	3	102.5	3.791	0.722	8	241.0	0.410
45	1	195	30	3	102.5	3.791	0.722	8	241.0	0.410
45	1	170	108	3	102.5	3.791	0.722	8	241.0	0.410
45	1	140	82	3	102.5	3.791	0.722	8	241.0	0.410
45	1	85	45	3	102.5	3.791	0.722	8	241.0	0.410
45	1	0	65	3	102.5	3.791	0.722	8	241.0	0.410
45	1	0	50	3	102.5	3.791	0.722	8	241.0	0.410
45	1	220	30	3	102.5	3.791	0.722	8	241.0	0.410
45	1	325	25	3	102.5	3.791	0.722	8	241.0	0.410
45	1	295	8	3	102.5	3.791	0.722	8	241.0	0.410
45	1	42	27	3	102.5	3.791	0.722	8	241.0	0.410
45	1	124	5	3	102.5	3.791	0.722	8	241.0	0.410
45	1	140	40	3	102.5	3.791	0.722	8	241.0	0.410
45	1	20	37	3	102.5	3.791	0.722	8	241.0	0.410
45	1	18	16	3	102.5	3.791	0.722	8	241.0	0.410
45	1	98	119	3	102.5	3.791	0.722	8	241.0	0.410
46	1	0	140	5	90.0	3.396	0.818	7	239.0	0.595
46	1	235	14	5	90.0	3.396	0.818	7	239.0	0.595
46	1	420	20	5	90.0	3.396	0.818	7	239.0	0.595
46	1	330	3	5	90.0	3.396	0.818	7	239.0	0.595
46	1	0	190	5	90.0	3.396	0.818	7	239.0	0.595
46	1	0	65	5	90.0	3.396	0.818	7	239.0	0.595
46	1	0	160	5	90.0	3.396	0.818	7	239.0	0.595
46	1	0	100	5	90.0	3.396	0.818	7	239.0	0.595
46	1	311	12	5	90.0	3.396	0.818	7	239.0	0.595
46	1	338	11	5	90.0	3.396	0.818	7	239.0	0.595
46	1	280	30	5	90.0	3.396	0.818	7	239.0	0.595
46	1	350	20	5	90.0	3.396	0.818	7	239.0	0.595
46	1	242	2	5	90.0	3.396	0.818	7	239.0	0.595
46	1	310	6	5	90.0	3.396	0.818	7	239.0	0.595
46	1	17	50	5	90.0	3.396	0.818	7	239.0	0.595
46	1	215	5	5	90.0	3.396	0.818	7	239.0	0.595
46	1	13	6	5	90.0	3.396	0.818	7	239.0	0.595
46	1	0	280	5	90.0	3.396	0.818	7	239.0	0.595
46	1	5	104	5	90.0	3.396	0.818	7	239.0	0.595
46	1	9	25	5	90.0	3.396	0.818	7	239.0	0.595
46	1	55	40	5	90.0	3.396	0.818	7	239.0	0.595
46	1	363	1	5	90.0	3.396	0.818	7	239.0	0.595
47	1	113	55	5	45.5	1.778	0.722	5	148.0	0.409
47	1	0	130	5	45.5	1.778	0.722	5	148.0	0.409
47	1	0	40	5	45.5	1.778	0.722	5	148.0	0.409
47	1	140	45	5	45.5	1.778	0.722	5	148.0	0.409
47	1	135	30	5	45.5	1.778	0.722	5	148.0	0.409
47	1	305	30	5	45.5	1.778	0.722	5	148.0	0.409
47	1	275	50	5	45.5	1.778	0.722	5	148.0	0.409
47	1	225	35	5	45.5	1.778	0.722	5	148.0	0.409
47	1	0	20	5	45.5	1.778	0.722	5	148.0	0.409
47	1	25	20	5	45.5	1.778	0.722	5	148.0	0.409
47	1	152	8	5	45.5	1.778	0.722	5	148.0	0.409
47	1	250	5	5	45.5	1.778	0.722	5	148.0	0.409
47	1	0	0	5	45.5	1.778	0.722	5	148.0	0.409
47	1	71	30	5	45.5	1.778	0.722	5	148.0	0.409
47	1	55	3	5	45.5	1.778	0.722	5	148.0	0.409
47	1	221	1	5	45.5	1.778	0.722	5	148.0	0.409
47	1	219	6	5	45.5	1.778	0.722	5	148.0	0.409
47	1	11	1	5	45.5	1.778	0.722	5	148.0	0.409
47	1	0	60	5	45.5	1.778	0.722	5	148.0	0.409
47	1	1	0	5	45.5	1.778	0.722	5	148.0	0.409
48	1	54	30	5	72.5	8.193	0.872	9	176.0	0.815
48	1	145	50	5	72.5	8.193	0.872	9	176.0	0.815
48	1	0	30	5	72.5	8.193	0.872	9	176.0	0.815
48	1	0	20	5	72.5	8.193	0.872	9	176.0	0.815
48	1	0	70	5	72.5	8.193	0.872	9	176.0	0.815
48	1	0	0	5	72.5	8.193	0.872	9	176.0	0.815
48	1	0	0	5	72.5	8.193	0.872	9	176.0	0.815
48	1	0	0	5	72.5	8.193	0.872	9	176.0	0.815
48	1	0	0	5	72.5	8.193	0.872	9	176.0	0.815
48	1	80	16	5	72.5	8.193	0.872	9	176.0	0.815
48	1	0	30	5	72.5	8.193	0.872	9	176.0	0.815
48	1	0	20	5	72.5	8.193	0.872	9	176.0	0.815
48	1	0	45	5	72.5	8.193	0.872	9	176.0	0.815
48	1	165	40	5	72.5	8.193	0.872	9	176.0	0.815
48	1	135	30	5	72.5	8.193	0.872	9	176.0	0.815
48	1	0	10	5	72.5	8.193	0.872	9	176.0	0.815
48	1	7	1	5	72.5	8.193	0.872	9	176.0	0.815
48	1	0	0	5	72.5	8.193	0.872	9	176.0	0.815
48	1	0	0	5	72.5	8.193	0.872	9	176.0	0.815
48	1	0	0	5	72.5	8.193	0.872	9	176.0	0.815
49	1	160	50	5	36.5	7.626	0.811	9	183.0	0.811
49	1	105	30	5	36.5	7.626	0.811	9	183.0	0.811
49	1	205	35	5	36.5	7.626	0.811	9	183.0	0.811
49	1	0	30	5	36.5	7.626	0.811	9	183.0	0.811
49	1	196	55	5	36.5	7.626	0.811	9	183.0	0.811
49	1	280	35	5	36.5	7.626	0.811	9	183.0	0.811
49	1	50	20	5	36.5	7.626	0.811	9	183.0	0.811
49	1	115	60	5	36.5	7.626	0.811	9	183.0	0.811
49	1	0	35	5	36.5	7.626	0.811	9	183.0	0.811
49	1	270	50	5	36.5	7.626	0.811	9	183.0	0.811
49	1	113	22	5	36.5	7.626	0.811	9	183.0	0.811
49	1	210	3	5	36.5	7.626	0.811	9	183.0	0.811
49	1	321	2	5	36.5	7.626	0.811	9	183.0	0.811
49	1	319	2	5	36.5	7.626	0.811	9	183.0	0.811
49	1	50	2	5	36.5	7.626	0.811	9	183.0	0.811
49	1	27	4	5	36.5	7.626	0.811	9	183.0	0.811
49	1	225	7	5	36.5	7.626	0.811	9	183.0	0.811
49	1	233	1	5	36.5	7.626	0.811	9	183.0	0.811
49	1	28	11	5	36.5	7.626	0.811	9	183.0	0.811
49	1	267	0	5	36.5	7.626	0.811	9	183.0	0.811
50	1	365	30	5	71.0	6.765	0.722	9	224.0	0.778
50	1	60	15	5	71.0	6.765	0.722	9	224.0	0.778
50	1	0	80	5	71.0	6.765	0.722	9	224.0	0.778
50	1	275	40	5	71.0	6.765	0.722	9	224.0	0.778
50	1	200	35	5	71.0	6.765	0.722	9	224.0	0.778
50	1	391	6	5	71.0	6.765	0.722	9	224.0	0.778
50	1	191	5	5	71.0	6.765	0.722	9	224.0	0.778
50	1	292	7	5	71.0	6.765	0.722	9	224.0	0.778
50	1	150	3	5	71.0	6.765	0.722	9	224.0	0.778
50	1	340	10	5	71.0	6.765	0.722	9	224.0	0.778
50	1	140	50	5	71.0	6.765	0.722	9	224.0	0.778
50	1	330	25	5	71.0	6.765	0.722	9	224.0	0.778
50	1	165	50	5	71.0	6.765	0.722	9	224.0	0.778
50	1	315	30	5	71.0	6.765	0.722	9	224.0	0.778
50	1	220	120	5	71.0	6.765	0.722	9	224.0	0.778
50	1	353	7	5	71.0	6.765	0.722	9	224.0	0.778
50	1	385	28	5	71.0	6.765	0.722	9	224.0	0.778
50	1	298	3	5	71.0	6.765	0.722	9	224.0	0.778
50	1	278	5	5	71.0	6.765	0.722	9	224.0	0.778
50	1	300	4	5	71.0	6.765	0.722	9	224.0	0.778
50	1	405	1	5	71.0	6.765	0.722	9	224.0	0.778
51	1	0	140	3	76.5	3.597	0.818	8	204.0	0.611
51	1	350	40	3	76.5	3.597	0.818	8	204.0	0.611
